UNITID,GRTYPE,CHRTSTAT,SECTION,COHORT,LINE,XGRTOTLT,GRTOTLT,XGRTOTLM,GRTOTLM,XGRTOTLW,GRTOTLW,XGRAIANT,GRAIANT,XGRAIANM,GRAIANM,XGRAIANW,GRAIANW,XGRASIAT,GRASIAT,XGRASIAM,GRASIAM,XGRASIAW,GRASIAW,XGRBKAAT,GRBKAAT,XGRBKAAM,GRBKAAM,XGRBKAAW,GRBKAAW,XGRHISPT,GRHISPT,XGRHISPM,GRHISPM,XGRHISPW,GRHISPW,XGRNHPIT,GRNHPIT,XGRNHPIM,GRNHPIM,XGRNHPIW,GRNHPIW,XGRWHITT,GRWHITT,XGRWHITM,GRWHITM,XGRWHITW,GRWHITW,XGR2MORT,GR2MORT,XGR2MORM,GR2MORM,XGR2MORW,GR2MORW,XGRUNKNT,GRUNKNT,XGRUNKNM,GRUNKNM,XGRUNKNW,GRUNKNW,XGRNRALT,GRNRALT,XGRNRALM,GRNRALM,XGRNRALW,GRNRALW ,YEAR,GRNRALW
229841,35,22,4,4,57 ,R,173,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
229841,36,23,4,4,55 ,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
229841,37,24,4,4,56 ,R,105,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
229841,47,31,4,4,22 ,R,190,R,96.0,R,94.0,R,0.0,R,0.0,R,0.0,R,21.0,R,14.0,R,7.0,R,16.0,R,11.0,R,5.0,R,112.0,R,49.0,R,63.0,R,0.0,R,0.0,R,0.0,R,40.0,R,22.0,R,18.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
229841,48,32,4,4,23 ,R,399,R,224.0,R,175.0,R,0.0,R,0.0,R,0.0,R,11.0,R,6.0,R,5.0,R,62.0,R,32.0,R,30.0,R,219.0,R,116.0,R,103.0,R,2.0,R,1.0,R,1.0,R,94.0,R,63.0,R,31.0,R,11.0,R,6.0,R,5.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
246354,27,10,4,4,10 ,R,713,R,267.0,R,446.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,17.0,R,8.0,R,9.0,R,617.0,R,230.0,R,387.0,R,0.0,R,0.0,R,0.0,R,67.0,R,26.0,R,41.0,R,4.0,R,2.0,R,2.0,R,4.0,R,1.0,R,3.0,R,0.0,R,0.0,R,0.0,2021,
246354,29,12,4,4,50 ,R,713,R,267.0,R,446.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,17.0,R,8.0,R,9.0,R,617.0,R,230.0,R,387.0,R,0.0,R,0.0,R,0.0,R,67.0,R,26.0,R,41.0,R,4.0,R,2.0,R,2.0,R,4.0,R,1.0,R,3.0,R,0.0,R,0.0,R,0.0,2021,
246354,30,13,4,4,29A,R,235,R,76.0,R,159.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,5.0,R,2.0,R,3.0,R,202.0,R,65.0,R,137.0,R,0.0,R,0.0,R,0.0,R,22.0,R,8.0,R,14.0,R,2.0,R,1.0,R,1.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,0.0,2021,
246354,31,14,4,4,11A,R,5,R,0.0,R,5.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,1.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
246354,32,15,4,4,12A,R,230,R,76.0,R,154.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,199.0,R,65.0,R,134.0,R,0.0,R,0.0,R,0.0,R,22.0,R,8.0,R,14.0,R,2.0,R,1.0,R,1.0,R,3.0,R,0.0,R,3.0,R,0.0,R,0.0,R,0.0,2021,
246354,33,20,4,4,30 ,R,87,R,33.0,R,54.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,4.0,R,3.0,R,1.0,R,67.0,R,24.0,R,43.0,R,0.0,R,0.0,R,0.0,R,14.0,R,6.0,R,8.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
246354,35,22,4,4,57 ,R,113,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
246354,36,23,4,4,55 ,R,4,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
246354,37,24,4,4,56 ,R,109,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,2021,
246354,47,31,4,4,22 ,R,74,R,28.0,R,46.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,4.0,R,1.0,R,3.0,R,58.0,R,23.0,R,35.0,R,0.0,R,0.0,R,0.0,R,11.0,R,4.0,R,7.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
246354,48,32,4,4,23 ,R,317,R,130.0,R,187.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,290.0,R,118.0,R,172.0,R,0.0,R,0.0,R,0.0,R,20.0,R,8.0,R,12.0,R,1.0,R,1.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
247834,2,12,1,1,999,R,3046,R,1602.0,R,1444.0,R,11.0,R,4.0,R,7.0,R,307.0,R,164.0,R,143.0,R,336.0,R,168.0,R,168.0,R,617.0,R,301.0,R,316.0,R,6.0,R,4.0,R,2.0,R,1468.0,R,801.0,R,667.0,R,134.0,R,69.0,R,65.0,R,17.0,R,9.0,R,8.0,R,150.0,R,82.0,R,68.0,2021,
247834,3,13,1,1,999,R,492,R,209.0,R,283.0,R,3.0,R,2.0,R,1.0,R,63.0,R,25.0,R,38.0,R,45.0,R,13.0,R,32.0,R,89.0,R,35.0,R,54.0,Z,0.0,Z,0.0,Z,0.0,R,244.0,R,115.0,R,129.0,R,26.0,R,8.0,R,18.0,R,4.0,R,3.0,R,1.0,R,18.0,R,8.0,R,10.0,2021,
247834,4,20,1,1,999,R,1032,R,524.0,R,508.0,R,3.0,Z,0.0,R,3.0,R,120.0,R,60.0,R,60.0,R,104.0,R,49.0,R,55.0,R,182.0,R,90.0,R,92.0,R,1.0,R,1.0,Z,0.0,R,520.0,R,263.0,R,257.0,R,41.0,R,23.0,R,18.0,R,7.0,R,2.0,R,5.0,R,54.0,R,36.0,R,18.0,2021,
247834,18,10,3,3,10 ,R,3047,R,1603.0,R,1444.0,R,11.0,R,4.0,R,7.0,R,307.0,R,164.0,R,143.0,R,336.0,R,168.0,R,168.0,R,617.0,R,301.0,R,316.0,R,6.0,R,4.0,R,2.0,R,1469.0,R,802.0,R,667.0,R,134.0,R,69.0,R,65.0,R,17.0,R,9.0,R,8.0,R,150.0,R,82.0,R,68.0,2021,
247834,19,11,3,3,45 ,R,1,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
247834,20,12,3,3,50 ,R,3046,R,1602.0,R,1444.0,R,11.0,R,4.0,R,7.0,R,307.0,R,164.0,R,143.0,R,336.0,R,168.0,R,168.0,R,617.0,R,301.0,R,316.0,R,6.0,R,4.0,R,2.0,R,1468.0,R,801.0,R,667.0,R,134.0,R,69.0,R,65.0,R,17.0,R,9.0,R,8.0,R,150.0,R,82.0,R,68.0,2021,
247834,21,13,3,3,29A,R,492,R,209.0,R,283.0,R,3.0,R,2.0,R,1.0,R,63.0,R,25.0,R,38.0,R,45.0,R,13.0,R,32.0,R,89.0,R,35.0,R,54.0,Z,0.0,Z,0.0,Z,0.0,R,244.0,R,115.0,R,129.0,R,26.0,R,8.0,R,18.0,R,4.0,R,3.0,R,1.0,R,18.0,R,8.0,R,10.0,2021,
247834,22,14,3,3,11A,R,14,R,8.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,4.0,R,1.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,R,10.0,R,7.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
247834,23,15,3,3,12A,R,478,R,201.0,R,277.0,R,3.0,R,2.0,R,1.0,R,63.0,R,25.0,R,38.0,R,45.0,R,13.0,R,32.0,R,85.0,R,34.0,R,51.0,Z,0.0,Z,0.0,Z,0.0,R,234.0,R,108.0,R,126.0,R,26.0,R,8.0,R,18.0,R,4.0,R,3.0,R,1.0,R,18.0,R,8.0,R,10.0,2021,
247834,25,20,3,3,30 ,R,1032,R,524.0,R,508.0,R,3.0,Z,0.0,R,3.0,R,120.0,R,60.0,R,60.0,R,104.0,R,49.0,R,55.0,R,182.0,R,90.0,R,92.0,R,1.0,R,1.0,Z,0.0,R,520.0,R,263.0,R,257.0,R,41.0,R,23.0,R,18.0,R,7.0,R,2.0,R,5.0,R,54.0,R,36.0,R,18.0,2021,
247834,40,11,1,1,999,R,1,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
247834,41,31,1,1,999,R,478,R,270.0,R,208.0,R,1.0,Z,0.0,R,1.0,R,58.0,R,38.0,R,20.0,R,42.0,R,19.0,R,23.0,R,117.0,R,56.0,R,61.0,R,1.0,Z,0.0,R,1.0,R,212.0,R,134.0,R,78.0,R,23.0,R,12.0,R,11.0,R,2.0,Z,0.0,R,2.0,R,22.0,R,11.0,R,11.0,2021,
247834,42,32,1,1,999,R,1044,R,599.0,R,445.0,R,4.0,R,2.0,R,2.0,R,66.0,R,41.0,R,25.0,R,145.0,R,87.0,R,58.0,R,229.0,R,120.0,R,109.0,R,4.0,R,3.0,R,1.0,R,492.0,R,289.0,R,203.0,R,44.0,R,26.0,R,18.0,R,4.0,R,4.0,R,0.0,R,56.0,R,27.0,R,29.0,2021,
247834,45,31,3,3,22 ,R,478,R,270.0,R,208.0,R,1.0,Z,0.0,R,1.0,R,58.0,R,38.0,R,20.0,R,42.0,R,19.0,R,23.0,R,117.0,R,56.0,R,61.0,R,1.0,Z,0.0,R,1.0,R,212.0,R,134.0,R,78.0,R,23.0,R,12.0,R,11.0,R,2.0,Z,0.0,R,2.0,R,22.0,R,11.0,R,11.0,2021,
247834,46,32,3,3,23 ,R,1044,R,599.0,R,445.0,R,4.0,R,2.0,R,2.0,R,66.0,R,41.0,R,25.0,R,145.0,R,87.0,R,58.0,R,229.0,R,120.0,R,109.0,R,4.0,R,3.0,R,1.0,R,492.0,R,289.0,R,203.0,R,44.0,R,26.0,R,18.0,R,4.0,R,4.0,R,0.0,R,56.0,R,27.0,R,29.0,2021,
382911,27,10,4,4,10 ,R,20,R,11.0,R,9.0,R,1.0,R,1.0,R,0.0,R,2.0,R,1.0,R,1.0,R,3.0,R,2.0,R,1.0,R,10.0,R,5.0,R,5.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,29,12,4,4,50 ,R,20,R,11.0,R,9.0,R,1.0,R,1.0,R,0.0,R,2.0,R,1.0,R,1.0,R,3.0,R,2.0,R,1.0,R,10.0,R,5.0,R,5.0,R,0.0,R,0.0,R,0.0,R,4.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,30,13,4,4,29A,R,6,R,4.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,4.0,R,2.0,R,2.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,31,14,4,4,11A,R,5,R,4.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,3.0,R,2.0,R,1.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,32,15,4,4,12A,R,1,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,33,20,4,4,30 ,R,2,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
382911,48,32,4,4,23 ,R,12,R,5.0,R,7.0,R,1.0,R,1.0,R,0.0,R,2.0,R,1.0,R,1.0,R,1.0,R,0.0,R,1.0,R,6.0,R,3.0,R,3.0,R,0.0,R,0.0,R,0.0,R,2.0,R,0.0,R,2.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,2021,
409315,2,12,1,1,999,R,2564,R,1249.0,R,1315.0,R,2.0,R,1.0,R,1.0,R,7.0,R,3.0,R,4.0,R,1.0,R,1.0,R,0.0,R,2468.0,R,1199.0,R,1269.0,R,0.0,R,0.0,R,0.0,R,59.0,R,33.0,R,26.0,R,2.0,R,1.0,R,1.0,R,25.0,R,11.0,R,14.0,R,0.0,R,0.0,R,0.0,2021,
409315,3,13,1,1,999,R,678,R,341.0,R,337.0,Z,0.0,Z,0.0,Z,0.0,R,4.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,656.0,R,329.0,R,327.0,Z,0.0,Z,0.0,Z,0.0,R,13.0,R,7.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,R,5.0,R,3.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,4,20,1,1,999,R,382,R,164.0,R,218.0,R,1.0,Z,0.0,R,1.0,R,2.0,R,1.0,R,1.0,R,1.0,R,1.0,Z,0.0,R,362.0,R,157.0,R,205.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,2.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,3.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,6,10,2,2,10 ,R,48,R,22.0,R,26.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,46.0,R,21.0,R,25.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,2021,
409315,8,12,2,2,50 ,R,48,R,22.0,R,26.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,46.0,R,21.0,R,25.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,2021,
409315,9,13,2,2,29A,R,12,R,4.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,12.0,R,4.0,R,8.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,10,14,2,2,11A,R,1,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,11,15,2,2,12A,R,5,R,1.0,R,4.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,5.0,R,1.0,R,4.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,12,16,2,2,18A,R,6,R,3.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,6.0,R,3.0,R,3.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,13,17,2,2,19 ,R,2,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,14,18,2,2,20 ,R,3,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,3.0,R,1.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,15,19,2,2,21 ,R,1,R,1.0,R,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,R,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,16,20,2,2,30 ,R,9,R,4.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,9.0,R,4.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,18,10,3,3,10 ,R,2520,R,1230.0,R,1290.0,R,2.0,R,1.0,R,1.0,R,7.0,R,3.0,R,4.0,R,1.0,R,1.0,R,0.0,R,2424.0,R,1180.0,R,1244.0,R,0.0,R,0.0,R,0.0,R,61.0,R,34.0,R,27.0,R,2.0,R,1.0,R,1.0,R,23.0,R,10.0,R,13.0,R,0.0,R,0.0,R,0.0,2021,
409315,19,11,3,3,45 ,R,4,R,3.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,20,12,3,3,50 ,R,2516,R,1227.0,R,1289.0,R,2.0,R,1.0,R,1.0,R,7.0,R,3.0,R,4.0,R,1.0,R,1.0,R,0.0,R,2422.0,R,1178.0,R,1244.0,R,0.0,R,0.0,R,0.0,R,59.0,R,33.0,R,26.0,R,2.0,R,1.0,R,1.0,R,23.0,R,10.0,R,13.0,R,0.0,R,0.0,R,0.0,2021,
409315,21,13,3,3,29A,R,666,R,337.0,R,329.0,Z,0.0,Z,0.0,Z,0.0,R,4.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,644.0,R,325.0,R,319.0,Z,0.0,Z,0.0,Z,0.0,R,13.0,R,7.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,R,5.0,R,3.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,22,14,3,3,11A,R,198,R,155.0,R,43.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,196.0,R,154.0,R,42.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,23,15,3,3,12A,R,435,R,172.0,R,263.0,Z,0.0,Z,0.0,Z,0.0,R,4.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,R,416.0,R,161.0,R,255.0,Z,0.0,Z,0.0,Z,0.0,R,10.0,R,6.0,R,4.0,Z,0.0,Z,0.0,Z,0.0,R,5.0,R,3.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,24,16,3,3,18A,R,33,R,10.0,R,23.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,32.0,R,10.0,R,22.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,Z,0.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,25,20,3,3,30 ,R,373,R,160.0,R,213.0,R,1.0,Z,0.0,R,1.0,R,2.0,R,1.0,R,1.0,R,1.0,R,1.0,Z,0.0,R,353.0,R,153.0,R,200.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,2.0,R,6.0,Z,0.0,Z,0.0,Z,0.0,R,8.0,R,3.0,R,5.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,40,11,1,1,999,R,4,R,3.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,2.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,2.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,41,31,1,1,999,R,55,R,18.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,54.0,R,17.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,42,32,1,1,999,R,1449,R,726.0,R,723.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,1396.0,R,696.0,R,700.0,R,0.0,R,0.0,R,0.0,R,37.0,R,23.0,R,14.0,R,2.0,R,1.0,R,1.0,R,12.0,R,5.0,R,7.0,R,0.0,R,0.0,R,0.0,2021,
409315,43,31,2,2,22 ,R,1,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,44,32,2,2,23 ,R,26,R,13.0,R,13.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,24.0,R,12.0,R,12.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,0.0,R,2.0,R,1.0,R,1.0,R,0.0,R,0.0,R,0.0,2021,
409315,45,31,3,3,22 ,R,54,R,17.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,R,53.0,R,16.0,R,37.0,Z,0.0,Z,0.0,Z,0.0,R,1.0,R,1.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,Z,0.0,2021,
409315,46,32,3,3,23 ,R,1423,R,713.0,R,710.0,R,1.0,R,1.0,R,0.0,R,1.0,R,0.0,R,1.0,R,0.0,R,0.0,R,0.0,R,1372.0,R,684.0,R,688.0,R,0.0,R,0.0,R,0.0,R,37.0,R,23.0,R,14.0,R,2.0,R,1.0,R,1.0,R,10.0,R,4.0,R,6.0,R,0.0,R,0.0,R,0.0,2021,
420398,27,10,4,4,10 ,R,1307,R,550.0,R,757.0,R,2.0,R,2.0,R,0.0,R,42.0,R,20.0,R,22.0,R,81.0,R,34.0,R,47.0,R,925.0,R,385.0,R,540.0,R,2.0,R,0.0,R,2.0,R,228.0,R,95.0,R,133.0,R,17.0,R,8.0,R,9.0,R,9.0,R,6.0,R,3.0,R,1.0,R,0.0,R,1.0,2021,
420398,29,12,4,4,50 ,R,1307,R,550.0,R,757.0,R,2.0,R,2.0,R,0.0,R,42.0,R,20.0,R,22.0,R,81.0,R,34.0,R,47.0,R,925.0,R,385.0,R,540.0,R,2.0,R,0.0,R,2.0,R,228.0,R,95.0,R,133.0,R,17.0,R,8.0,R,9.0,R,9.0,R,6.0,R,3.0,R,1.0,R,0.0,R,1.0,2021,
